RPM;Nm;g/sec;g/kW*hr;%;D;;
2500;1.33;0.3856;3988.7;2.2;;;
2500;11.58;0.5015;595.3;14.5;;;
2500;20.70;0.6302;418.6;20.6;;;
2500;34.57;0.8543;339.8;25.3;;;
2500;44.20;1.0121;314.9;27.3;;;
2500;58.18;1.2400;293.1;29.4;;;
2500;69.86;1.4275;281.0;30.6;;;
2500;80.40;1.5945;272.7;31.6;;;
2500;85.69;1.6788;269.4;32.0;;;
2500;95.38;1.8310;263.9;32.6;;;
2500;104.90;1.9789;259.4;33.2;;;
2500;114.41;2.1291;255.9;33.6;;;
2500;124.47;2.3067;254.8;33.8;;;
2500;134.54;2.4995;255.5;33.7;;;
2500;144.81;2.6878;255.2;33.7;;;
2500;154.05;2.8515;254.5;33.8;;;
2500;166.14;3.0787;254.8;33.8;;;
2500;182.84;3.4905;262.5;32.8;;;
2500;191.86;3.7795;270.9;31.8;;;
2500;200.88;4.1233;282.2;30.5;;;
2500;209.81;4.4523;291.8;29.5;;;
2500;218.74;4.6483;292.2;29.5;;;
2500;228.12;4.7742;287.8;29.9;;;
2500;237.50;5.0011;289.5;29.7;;;
2750;1.33;0.4136;3889.8;2.2;;;
2750;11.58;0.5568;600.9;14.3;;;
2750;20.70;0.7015;423.7;20.3;;;
2750;34.57;0.9504;343.7;25.0;;;
2750;44.20;1.1237;317.8;27.1;;;
2750;58.18;1.3766;295.8;29.1;;;
2750;69.86;1.5809;282.9;30.4;;;
2750;80.40;1.7647;274.4;31.4;;;
2750;85.69;1.8578;271.0;31.8;;;
2750;95.38;2.0270;265.6;32.4;;;
2750;104.90;2.1908;261.1;33.0;;;
2750;114.41;2.3479;256.5;33.6;;;
2750;124.47;2.5288;254.0;33.9;;;
2750;134.54;2.7316;253.8;33.9;;;
2750;144.81;2.9450;254.2;33.9;;;
2750;154.05;3.1318;254.1;33.9;;;
2750;166.14;3.3775;254.1;33.9;;;
2750;182.84;3.8287;261.8;32.9;;;
2750;191.86;4.1666;271.5;31.7;;;
2750;200.88;4.5218;281.4;30.6;;;
2750;209.81;4.8387;288.3;29.9;;;
2750;218.74;5.0838;290.5;29.6;;;
2750;228.12;5.3029;290.6;29.6;;;
2750;237.50;5.5508;292.2;29.5;;;
3000;1.33;0.4559;3930.2;2.2;;;
3000;11.58;0.6166;609.9;14.1;;;
3000;20.70;0.7798;431.7;19.9;;;
3000;34.57;1.0485;347.6;24.8;;;
3000;44.20;1.2370;320.7;26.8;;;
3000;58.18;1.5132;298.0;28.9;;;
3000;69.86;1.7403;285.5;30.2;;;
3000;80.40;1.9427;276.9;31.1;;;
3000;85.69;2.0434;273.3;31.5;;;
3000;95.38;2.2252;267.3;32.2;;;
3000;104.90;2.4001;262.2;32.8;;;
3000;114.41;2.5692;257.3;33.5;;;
3000;124.47;2.7585;253.9;33.9;;;
3000;134.54;2.9751;253.4;34.0;;;
3000;144.81;3.2194;254.7;33.8;;;
3000;154.05;3.4350;255.5;33.7;;;
3000;166.14;3.7046;255.5;33.7;;;
3000;182.84;4.2206;264.5;32.5;;;
3000;191.86;4.6027;274.9;31.3;;;
3000;200.88;4.9726;283.6;30.3;;;
3000;209.81;5.2680;287.7;29.9;;;
3000;218.74;5.5284;289.6;29.7;;;
3000;228.12;5.8257;292.6;29.4;;;
3000;237.50;6.1113;294.8;29.2;;;
3251;1.33;0.5166;4110.3;2.1;;;
3251;11.58;0.6769;618.0;13.9;;;
3251;20.70;0.8607;439.7;19.6;;;
3251;34.57;1.1510;352.1;24.4;;;
3251;44.20;1.3553;324.2;26.5;;;
3251;58.18;1.6555;300.9;28.6;;;
3251;69.86;1.9064;288.6;29.8;;;
3251;80.40;2.1293;280.1;30.7;;;
3251;85.69;2.2364;276.0;31.2;;;
3251;95.38;2.4290;269.3;32.0;;;
3251;104.90;2.6179;263.9;32.6;;;
3251;114.41;2.8031;259.1;33.2;;;
3251;124.47;3.0072;255.5;33.7;;;
3251;134.54;3.2388;254.6;33.8;;;
3251;144.81;3.5139;256.6;33.5;;;
3251;154.05;3.7518;257.5;33.4;;;
3251;166.14;4.0504;257.8;33.4;;;
3251;182.84;4.6518;269.0;32.0;;;
3251;191.86;5.0767;279.8;30.8;;;
3251;200.88;5.4874;288.9;29.8;;;
3251;209.81;5.8053;292.6;29.4;;;
3251;218.74;6.0663;293.3;29.4;;;
3251;228.12;6.3664;295.1;29.2;;;
3251;237.50;6.6796;297.4;28.9;;;
3500;1.33;0.5678;4196.3;2.1;;;
3500;11.58;0.7396;627.1;13.7;;;
3500;20.70;0.9409;446.5;19.3;;;
3500;34.57;1.2571;357.2;24.1;;;
3500;44.20;1.4807;329.0;26.2;;;
3500;58.18;1.8087;305.3;28.2;;;
3500;69.86;2.0790;292.3;29.4;;;
3500;80.40;2.3166;283.0;30.4;;;
3500;85.69;2.4330;278.9;30.9;;;
3500;95.38;2.6415;272.0;31.6;;;
3500;104.90;2.8433;266.2;32.3;;;
3500;114.41;3.0482;261.7;32.9;;;
3500;124.47;3.2707;258.1;33.4;;;
3500;134.54;3.5117;256.4;33.6;;;
3500;144.81;3.7956;257.4;33.4;;;
3500;154.05;4.0612;258.9;33.2;;;
3500;166.14;4.4144;261.0;33.0;;;
3500;182.84;5.1276;275.5;31.2;;;
3500;191.86;5.5688;285.1;30.2;;;
3500;200.88;6.0156;294.1;29.3;;;
3500;209.81;6.3500;297.3;29.0;;;
3500;218.74;6.6038;296.5;29.0;;;
3500;228.12;6.9158;297.8;28.9;;;
3500;237.50;7.2543;300.0;28.7;;;
3750;1.33;0.6087;4198.0;2.1;;;
3750;11.58;0.8164;646.1;13.3;;;
3750;20.70;1.0297;456.0;18.9;;;
3750;34.57;1.3684;362.9;23.7;;;
3750;44.20;1.6156;335.1;25.7;;;
3750;58.18;1.9772;311.5;27.6;;;
3750;69.86;2.2616;296.8;29.0;;;
3750;80.40;2.5089;286.1;30.1;;;
3750;85.69;2.6343;281.8;30.5;;;
3750;95.38;2.8639;275.2;31.3;;;
3750;104.90;3.0857;269.7;31.9;;;
3750;114.41;3.3025;264.6;32.5;;;
3750;124.47;3.5387;260.6;33.0;;;
3750;134.54;3.7987;258.8;33.3;;;
3750;144.81;4.0967;259.3;33.2;;;
3750;154.05;4.3997;261.8;32.9;;;
3750;166.14;4.8493;267.6;32.2;;;
3750;182.84;5.6647;284.0;30.3;;;
3750;191.86;6.0772;290.4;29.6;;;
3750;200.88;6.4572;294.7;29.2;;;
3750;209.81;6.7845;296.4;29.0;;;
3750;218.74;7.1144;298.1;28.9;;;
3750;228.12;7.4765;300.4;28.6;;;
3750;237.50;7.8379;302.5;28.5;;;
4000;1.33;0.6609;4273.3;2.0;;;
4000;11.58;0.8953;664.2;13.0;;;
4000;20.70;1.1270;468.0;18.4;;;
4000;34.57;1.4914;370.8;23.2;;;
4000;44.20;1.7548;341.2;25.2;;;
4000;58.18;2.1454;316.9;27.2;;;
4000;69.86;2.4593;302.6;28.4;;;
4000;80.40;2.7170;290.4;29.6;;;
4000;85.69;2.8475;285.6;30.1;;;
4000;95.38;3.0904;278.5;30.9;;;
4000;104.90;3.3324;273.0;31.5;;;
4000;114.41;3.5710;268.2;32.1;;;
4000;124.47;3.8209;263.8;32.6;;;
4000;134.54;4.0979;261.8;32.9;;;
4000;144.81;4.4301;262.9;32.7;;;
4000;154.05;4.7879;267.1;32.2;;;
4000;166.14;5.3641;277.5;31.0;;;
4000;182.84;6.2763;295.0;29.2;;;
4000;191.86;6.6461;297.7;28.9;;;
4000;200.88;6.9415;297.0;29.0;;;
4000;209.81;7.2279;296.1;29.1;;;
4000;218.74;7.6459;300.4;28.7;;;
4000;228.12;8.0614;303.7;28.3;;;
4000;237.50;8.4381;305.3;28.2;;;
4500;1.33;0.7832;4501.6;1.9;;;
4500;11.58;1.0720;706.9;12.2;;;
4500;20.70;1.3363;493.2;17.5;;;
4500;34.57;1.7483;386.4;22.3;;;
4500;44.20;2.0359;351.9;24.5;;;
4500;58.18;2.4735;324.8;26.5;;;
4500;69.86;2.8551;312.2;27.6;;;
4500;80.40;3.1554;299.8;28.7;;;
4500;85.69;3.3007;294.3;29.3;;;
4500;95.38;3.5652;285.5;30.1;;;
4500;104.90;3.8477;280.2;30.7;;;
4500;114.41;4.1299;275.7;31.2;;;
4500;124.47;4.4235;271.5;31.7;;;
4500;134.54;4.7605;270.3;31.8;;;
4500;144.81;5.2230;275.5;31.2;;;
4500;154.05;5.7675;286.0;30.1;;;
4500;166.14;6.6445;305.5;28.2;;;
4500;182.84;7.8755;329.0;26.2;;;
4500;191.86;8.2623;329.0;26.2;;;
4500;200.88;8.5248;324.2;26.6;;;
4500;209.81;8.8135;320.9;26.8;;;
4500;218.74;9.0974;317.7;27.1;;;
4500;228.12;9.4008;314.8;27.3;;;
5000;1.33;1.0552;5458.5;1.6;;;
5000;11.58;1.3538;803.5;10.7;;;
5000;20.70;1.6384;544.3;15.8;;;
5000;34.57;2.0413;406.0;21.2;;;
5000;44.20;2.3365;363.4;23.7;;;
5000;58.18;2.7959;330.4;26.1;;;
5000;69.86;3.1971;314.7;27.4;;;
5000;80.40;3.5576;304.2;28.3;;;
5000;85.69;3.7376;299.9;28.7;;;
5000;95.38;4.0676;293.2;29.4;;;
5000;104.90;4.3966;288.2;29.9;;;
5000;114.41;4.7341;284.5;30.3;;;
5000;124.47;5.1123;282.4;30.5;;;
5000;134.54;5.5511;283.7;30.3;;;
5000;144.81;6.1458;291.8;29.5;;;
5000;154.05;6.9336;309.5;27.8;;;
5000;166.14;8.1724;338.2;25.5;;;
5000;182.84;9.9859;375.5;22.9;;;
5000;191.86;10.7086;383.7;22.4;;;
5000;200.88;11.0883;379.5;22.7;;;
5000;209.81;11.0386;361.7;23.8;;;
5000;218.74;10.9275;343.5;25.1;;;
5635;1.33;1.2813;5881.0;1.5;;;
5635;11.58;1.6081;846.9;10.2;;;
5635;20.70;1.8992;559.8;15.4;;;
5635;34.57;2.3454;413.9;20.8;;;
5635;44.20;2.6683;368.3;23.4;;;
5635;58.18;3.1668;332.1;25.9;;;
5635;69.86;3.6239;316.5;27.2;;;
5635;80.40;4.0696;308.8;27.9;;;
5635;85.69;4.3028;306.4;28.1;;;
5635;95.38;4.7476;303.7;28.3;;;
5635;104.90;5.2201;303.6;28.4;;;
5635;114.41;5.7409;306.1;28.1;;;
5635;124.47;6.3664;312.0;27.6;;;
5635;134.54;7.0987;321.9;26.7;;;
5635;144.81;7.9818;336.3;25.6;;;
5635;154.05;8.8880;352.0;24.5;;;
5635;166.14;10.1883;374.1;23.0;;;
5635;182.84;11.9163;397.6;21.6;;;
5635;191.86;12.5585;399.3;21.6;;;
5635;200.88;13.0072;395.0;21.8;;;
5635;209.81;13.2663;385.7;22.3;;;
