RPM;Nm;g/sec;g/kW*hr;%;D;;
2995;79.91;1.7379;249.6;34.5;;;
2995;89.87;1.9148;244.6;35.2;;;
2995;99.98;2.1063;241.8;35.6;;;
2995;109.78;2.2822;238.6;36.1;;;
2995;119.92;2.4562;235.1;36.6;;;
2995;129.65;2.6249;232.4;37.0;;;
2995;139.91;2.8360;232.7;37.0;;;
2995;149.92;3.0744;235.4;36.6;;;
2995;156.78;3.2577;238.5;36.1;;;
2995;167.88;3.5836;245.0;35.1;;;
2995;179.88;3.9582;252.6;34.1;;;
2995;188.99;4.2114;255.8;33.6;;;
2995;197.40;4.4436;258.4;33.3;;;
3245;1.13;0.5454;5101.7;1.7;;;
3245;10.17;0.6914;720.7;11.9;;;
3245;19.92;0.8556;455.2;18.9;;;
3245;29.90;1.0127;358.8;24.0;;;
3245;39.88;1.1787;313.2;27.5;;;
3245;49.98;1.3596;288.2;29.9;;;
3245;59.94;1.5478;273.6;31.5;;;
3245;69.92;1.7348;262.9;32.7;;;
3245;79.91;1.9105;253.3;34.0;;;
3245;89.87;2.1027;247.9;34.7;;;
3245;99.98;2.3021;244.0;35.3;;;
3245;109.78;2.4936;240.7;35.8;;;
3245;119.92;2.6843;237.2;36.3;;;
3245;129.65;2.8646;234.1;36.8;;;
3245;139.91;3.0983;234.6;36.7;;;
3245;149.92;3.3469;236.5;36.4;;;
3245;156.78;3.5244;238.2;36.1;;;
3245;167.88;3.8257;241.5;35.6;;;
3245;179.88;4.2101;248.0;34.7;;;
3245;188.99;4.5034;252.5;34.1;;;
3245;197.40;4.7817;256.7;33.5;;;
3494;1.13;0.6065;5269.1;1.6;;;
3494;10.17;0.7530;728.9;11.8;;;
3494;19.92;0.9294;459.1;18.7;;;
3494;29.90;1.1140;366.6;23.5;;;
3494;39.88;1.3008;321.0;26.8;;;
3494;49.98;1.5006;295.4;29.1;;;
3494;59.94;1.7103;280.8;30.6;;;
3494;69.92;1.9078;268.5;32.1;;;
3494;79.91;2.0947;257.9;33.4;;;
3494;89.87;2.2999;251.8;34.2;;;
3494;99.98;2.5032;246.3;34.9;;;
3494;109.78;2.7115;243.0;35.4;;;
3494;119.92;2.9215;239.7;35.9;;;
3494;129.65;3.1165;236.5;36.4;;;
3494;139.91;3.3699;237.0;36.3;;;
3494;149.92;3.6259;238.0;36.2;;;
3494;156.78;3.8047;238.8;36.0;;;
3494;167.88;4.0990;240.2;35.8;;;
3494;179.88;4.5012;246.2;35.0;;;
3494;188.99;4.8266;251.3;34.2;;;
3744;1.13;0.6720;5447.7;1.6;;;
3744;10.17;0.8324;751.9;11.4;;;
3744;19.92;1.0260;473.0;18.2;;;
3744;29.90;1.2303;377.7;22.8;;;
3744;39.88;1.4433;332.3;25.9;;;
3744;49.98;1.6621;305.3;28.2;;;
3744;59.94;1.8801;288.0;29.9;;;
3744;69.92;2.0950;275.1;31.3;;;
3744;79.91;2.3006;264.3;32.6;;;
3744;89.87;2.5092;256.4;33.6;;;
3744;99.98;2.7090;248.8;34.6;;;
3744;109.78;2.9341;245.4;35.1;;;
3744;119.92;3.1573;241.7;35.6;;;
3744;129.65;3.3865;239.8;35.9;;;
3744;139.91;3.6436;239.1;36.0;;;
3744;149.92;3.9039;239.1;36.0;;;
3744;156.78;4.1006;240.1;35.8;;;
3744;167.88;4.4513;243.5;35.3;;;
3744;179.88;4.8440;247.2;34.8;;;
3744;188.99;5.1947;252.4;34.1;;;
3994;1.13;0.7423;5641.2;1.5;;;
3994;10.17;0.9180;777.4;11.1;;;
3994;19.92;1.1334;489.8;17.6;;;
3994;29.90;1.3516;389.1;22.1;;;
3994;39.88;1.5902;343.3;25.1;;;
3994;49.98;1.8260;314.5;27.4;;;
3994;59.94;2.0480;294.1;29.3;;;
3994;69.92;2.2832;281.1;30.6;;;
3994;79.91;2.5065;270.0;31.9;;;
3994;89.87;2.7206;260.6;33.0;;;
3994;99.98;2.9312;252.4;34.1;;;
3994;109.78;3.1618;247.9;34.7;;;
3994;119.92;3.3914;243.4;35.3;;;
3994;129.65;3.6601;243.0;35.4;;;
3994;139.91;3.9179;241.1;35.7;;;
3994;149.92;4.1820;240.1;35.8;;;
3994;156.78;4.4033;241.8;35.6;;;
3994;167.88;4.8311;247.7;34.7;;;
3994;179.88;5.2178;249.7;34.5;;;
3994;188.99;5.5971;254.9;33.8;;;
3994;197.40;6.0144;262.3;32.8;;;
4493;1.13;0.8891;6005.7;1.4;;;
4493;10.17;1.1016;829.1;10.4;;;
4493;19.92;1.3327;511.9;16.8;;;
4493;29.90;1.5856;405.7;21.2;;;
4493;39.88;1.8359;352.2;24.4;;;
4493;49.98;2.0970;321.0;26.8;;;
4493;59.94;2.3423;299.0;28.8;;;
4493;69.92;2.5987;284.4;30.3;;;
4493;79.91;2.8538;273.2;31.5;;;
4493;89.87;3.0748;261.8;32.9;;;
4493;99.98;3.3319;255.0;33.8;;;
4493;109.78;3.6009;251.0;34.3;;;
4493;119.92;3.8807;247.6;34.8;;;
4493;129.65;4.1733;246.3;34.9;;;
4493;139.91;4.4530;243.5;35.3;;;
4493;149.92;4.7796;243.9;35.3;;;
4493;156.78;5.0318;245.6;35.0;;;
4493;167.88;5.4542;248.6;34.6;;;
4493;179.88;6.0444;257.1;33.5;;;
4493;188.99;6.5693;265.9;32.4;;;
4493;197.40;7.1270;276.2;31.2;;;
4997;1.13;1.0441;6342.1;1.4;;;
4997;10.17;1.2882;871.9;9.9;;;
4997;19.92;1.5518;536.0;16.1;;;
4997;29.90;1.8230;419.4;20.5;;;
4997;39.88;2.0955;361.5;23.8;;;
4997;49.98;2.3770;327.2;26.3;;;
4997;59.94;2.6603;305.4;28.2;;;
4997;69.92;2.9532;290.6;29.6;;;
4997;79.91;3.2529;280.1;30.7;;;
4997;89.87;3.5504;271.8;31.7;;;
4997;99.98;3.8519;265.1;32.5;;;
4997;109.78;4.1325;259.0;33.2;;;
4997;119.92;4.4215;253.7;33.9;;;
4997;129.65;4.7179;250.4;34.4;;;
4997;139.91;5.0819;249.9;34.4;;;
4997;149.92;5.5455;254.5;33.8;;;
4997;156.78;5.9292;260.2;33.1;;;
4997;167.88;6.6542;272.7;31.6;;;
4997;179.88;7.5237;287.8;29.9;;;
4997;188.99;8.1438;296.5;29.0;;;
5500;1.13;1.1972;6606.8;1.3;;;
5500;10.17;1.4725;905.4;9.5;;;
5500;19.92;1.7683;554.9;15.5;;;
5500;29.90;2.0603;430.6;20.0;;;
5500;39.88;2.3545;369.1;23.3;;;
5500;49.98;2.6626;332.9;25.8;;;
5500;59.94;2.9803;310.8;27.7;;;
5500;69.92;3.3162;296.5;29.0;;;
5500;79.91;3.6727;287.3;30.0;;;
5500;89.87;4.0452;281.4;30.6;;;
5500;99.98;4.4193;276.3;31.1;;;
5500;109.78;4.7155;268.5;32.1;;;
5500;119.92;5.0276;262.0;32.8;;;
5500;129.65;5.3703;258.9;33.2;;;
5500;139.91;5.8206;260.0;33.1;;;
5500;149.92;6.4250;267.9;32.1;;;
5500;156.78;6.9888;278.6;30.9;;;
5500;167.88;8.0744;300.6;28.6;;;
5500;179.88;9.3016;323.2;26.6;;;
