HFWET
0
0
0
3.218688
7.8857856
13.0356864
18.1855872
23.335488
27.8416512
31.5431424
35.0836992
38.624256
41.5210752
43.6132224
45.061632
46.670976
48.28032
49.4068608
50.694336
51.8208768
52.9474176
53.913024
54.8786304
55.6833024
56.1661056
56.4879744
57.4535808
57.7754496
57.6145152
56.8098432
56.1661056
55.522368
55.6833024
56.0051712
56.4879744
57.4535808
58.0973184
58.2582528
58.741056
59.0629248
59.3847936
59.545728
59.545728
59.545728
59.545728
59.545728
59.545728
59.7066624
60.0285312
60.8332032
62.1206784
63.2472192
64.37376
65.5003008
66.6268416
67.9143168
69.0408576
70.006464
70.811136
71.2939392
71.615808
72.0986112
72.2595456
72.42048
72.5814144
73.0642176
73.5470208
74.029824
74.5126272
74.834496
75.3172992
75.4782336
75.639168
75.8001024
75.9610368
76.1219712
75.9610368
75.8001024
75.639168
75.4782336
75.4782336
75.4782336
75.639168
75.8001024
75.8001024
75.9610368
75.8001024
75.639168
75.4782336
74.834496
74.5126272
74.3516928
74.5126272
74.834496
75.4782336
75.8001024
76.2829056
76.7657088
77.248512
77.5703808
78.053184
78.5359872
79.0187904
79.1797248
79.0187904
79.0187904
78.857856
78.857856
79.0187904
79.1797248
79.3406592
79.5015936
79.662528
79.662528
79.662528
79.5015936
79.0187904
78.6969216
78.2141184
77.8922496
77.4094464
76.7657088
76.2829056
76.1219712
76.44384
76.9266432
77.0875776
77.248512
77.0875776
77.0875776
77.0875776
77.248512
77.248512
77.248512
77.0875776
76.1219712
74.029824
69.6845952
66.3049728
63.569088
63.0862848
62.764416
62.764416
62.9253504
63.569088
64.5346944
65.983104
67.592448
69.3627264
70.3283328
70.9720704
71.2939392
71.4548736
71.7767424
71.9376768
72.2595456
72.7423488
73.5470208
73.8688896
74.5126272
75.3172992
75.4782336
75.639168
75.8001024
76.6047744
77.0875776
77.248512
77.248512
77.0875776
76.9266432
76.1219712
75.1563648
74.3516928
73.8688896
73.5470208
73.225152
73.0642176
72.9032832
72.42048
70.811136
69.3627264
67.9143168
66.787776
66.787776
67.7533824
69.0408576
70.006464
70.6502016
70.1673984
69.6845952
69.201792
69.3627264
69.8455296
70.6502016
71.2939392
71.7767424
72.2595456
72.0986112
71.4548736
70.6502016
69.8455296
69.5236608
69.5236608
69.3627264
69.201792
69.201792
69.3627264
69.8455296
70.6502016
70.811136
70.006464
68.5580544
66.787776
65.5003008
64.37376
64.37376
64.8565632
65.983104
67.592448
68.7189888
69.3627264
69.5236608
69.8455296
70.6502016
71.2939392
71.9376768
72.5814144
73.0642176
73.7079552
74.834496
75.4782336
75.9610368
76.2829056
76.1219712
76.1219712
75.9610368
75.9610368
75.9610368
75.8001024
75.639168
75.639168
75.4782336
75.3172992
75.4782336
75.639168
75.9610368
76.44384
77.0875776
77.248512
77.248512
77.248512
77.248512
77.248512
77.4094464
77.5703808
77.5703808
77.4094464
78.2141184
78.6969216
79.0187904
79.0187904
79.0187904
79.0187904
79.0187904
78.857856
78.6969216
77.5703808
76.7657088
76.44384
75.9610368
75.1563648
74.3516928
74.029824
73.7079552
73.3860864
73.0642176
72.7423488
72.42048
71.9376768
71.615808
71.1330048
70.006464
68.8799232
67.592448
64.5346944
62.1206784
60.3504
57.6145152
55.8442368
54.717696
53.5911552
52.30368
51.0162048
49.2459264
47.6365824
46.3491072
45.7053696
46.0272384
47.475648
50.5334016
53.7520896
57.2926464
60.3504
62.9253504
64.6956288
66.1440384
67.2705792
68.2361856
68.8799232
69.6845952
70.4892672
71.2939392
71.9376768
72.42048
72.7423488
73.0642176
73.225152
73.7079552
74.029824
74.1907584
74.834496
75.3172992
75.8001024
76.7657088
77.7313152
78.857856
79.9843968
80.9500032
82.076544
83.2030848
84.3296256
85.4561664
86.5827072
87.709248
88.8357888
89.8013952
90.7670016
91.5716736
91.732608
91.8935424
92.2154112
92.6982144
93.0200832
93.341952
93.5028864
93.9856896
94.4684928
94.6294272
94.7903616
94.951296
94.951296
94.7903616
94.6294272
94.3075584
93.9856896
93.6638208
93.5028864
93.341952
93.1810176
92.6982144
92.3763456
92.0544768
91.8935424
91.732608
91.732608
91.5716736
91.5716736
91.5716736
91.732608
91.732608
91.732608
91.732608
91.732608
91.732608
91.732608
91.732608
91.732608
91.5716736
91.4107392
90.927936
90.4451328
90.123264
90.123264
90.123264
90.2841984
90.7670016
